Category,Category Url,Product Description,Rating out of 5,Minimum_price,Maximum_price,Review,Product Url,
Amazon Launchpad,https://www.amazon.in/gp/bestsellers/boost/ref=zg_bs_nav_0,"Sirona Reusable Menstrual Cup for Women - Small Size with Pouch, Ultra Soft, Odour and Rash Free, 100% Medical Grade Silicone, No Leakage, Protection for Up to 8-10 Hours, FDA Approved",4.2,269,449,33396,https://www.amazon.in/Sirona-Approved-Reusable-Menstrual-Silicone/dp/B07BTHDNM1/ref=zg_bs_boost_1/262-4043152-7890801?pd_rd_i=B0B2RZP2XT&psc=1,
Amazon Launchpad,https://www.amazon.in/gp/bestsellers/boost/ref=zg_bs_nav_0,"QUARANT 3 Ply Protective Surgical Face Mask, ISI, BIS, CE & ISO Certified, Melt Blown - SMMS Layer Fabric Disposable Masks with Adjustable Nose Pin (Blue, Without Valve, Pack of 50) for Unisex",4.3,269,1699,10310,https://www.amazon.in/QUARANT-Ply-Protective-Face-Mask/dp/B095GNVP2Y/ref=zg_bs_boost_2/262-4043152-7890801?pd_rd_i=B09791JZKT&psc=1,
Amazon Launchpad,https://www.amazon.in/gp/bestsellers/boost/ref=zg_bs_nav_0,"ASGARD Nonwoven Fabric Disposable 3 Ply Surgical Mask (Black, Without Valve, Pack of 50) for Unisex",4.3,249,399,3445,https://www.amazon.in/Certified-Protective-Bacterial-Filtration-Efficiency/dp/B08WWHKN7C/ref=zg_bs_boost_3/262-4043152-7890801?pd_rd_i=B08WRXWDDD&psc=1,
Amazon Launchpad,https://www.amazon.in/gp/bestsellers/boost/ref=zg_bs_nav_0,Bodywise Biotin Hair Gummies | No Added Sugar | High Potency Biotin Supplements for Stronger Hair | Reduce Hair fall with Delicious Strawberry Flavoured Gummies | Added Zinc & Multivitamins | 60 Day Pack | 60 Gummies,4,846,1349,2652,https://www.amazon.in/Be-Bodywise-Supplements-Strawberry-Multivitamins/dp/B092ZXX7XP/ref=zg_bs_boost_4/262-4043152-7890801?pd_rd_i=B09VK4DVT7&psc=1,
Amazon Launchpad,https://www.amazon.in/gp/bestsellers/boost/ref=zg_bs_nav_0,Alpino Natural Peanut Butter Crunch 1Kg (Unsweetened) and Alpino Natural Peanut Butter Smooth 1Kg (Unsweetened),4.2,159,849,20555,https://www.amazon.in/Alpino-Natural-Peanut-Butter-Unsweetened/dp/B07NXV5FFX/ref=zg_bs_boost_5/262-4043152-7890801?pd_rd_i=B09ZLFTDCL&psc=1,
Amazon Launchpad,https://www.amazon.in/gp/bestsellers/boost/ref=zg_bs_nav_0,"SOLARA Unbreakable Silicone Water Bottle 1 Litre with Motivational Time Marker, Leakproof Durable BPA Free Non-Toxic Bottle for Office , Gym | Detoxing eBook included | Blue Fuchsia(1Pk)",4.5,799,849,3954,https://www.amazon.in/SOLARA-BPA-Free-Unbreakable-Non-Toxic-Detoxing/dp/B08Y1LD4T7/ref=zg_bs_boost_6/262-4043152-7890801?pd_rd_i=B09RQ81BWL&psc=1,
Amazon Launchpad,https://www.amazon.in/gp/bestsellers/boost/ref=zg_bs_nav_0,"Asgard Melt-Blown Fabric Disposable 3 Ply Surgical Mask (Blue, Without Valve, Pack of 100) for Unisex",4.1,249,699,33895,https://www.amazon.in/Certified-Protective-Bacterial-Filtration-Efficiency/dp/B08B1TVYT1/ref=zg_bs_boost_7/262-4043152-7890801?pd_rd_i=B08CL58JBC&psc=1,
Amazon Launchpad,https://www.amazon.in/gp/bestsellers/boost/ref=zg_bs_nav_0,"Bodywise 1% Salicylic Acid Body Wash 250ml and Intimate Wash | 1% Niacinamide, Lactic Acid& Tea Tree | Helps to Prevent Body Acne & Cleanse Skin | Paraben and Sulphate Free| 85 grams",4.3,349,663,156,https://www.amazon.in/Bodywise-Salicylic-Intimate-Niacinamide-Sulphate/dp/B09W5Q9ZPZ/ref=zg_bs_boost_8/262-4043152-7890801?pd_rd_i=B09Z4QRH8G&psc=1,
Amazon Launchpad,https://www.amazon.in/gp/bestsellers/boost/ref=zg_bs_nav_0,"Desidiya? USB 5V 5050 RGB LED Flexible Strip Light Multi-Color Changing Lighting Kit, TV Background Lighting with Mini Controller for TV PC Laptop Bias Lighting (1 Meter for TV's Up to 28"")",4,99,1299,14283,https://www.amazon.in/5V-Multi-Color-TV-Background-Controller/dp/B09W1F9N5V/ref=zg_bs_boost_9/262-4043152-7890801?pd_rd_i=B09JWDTQNC&psc=1,
Amazon Launchpad,https://www.amazon.in/gp/bestsellers/boost/ref=zg_bs_nav_0,Mother Sparsh 99% Pure Water (Unscented) Baby Wipes (72 Unscented Baby Wipes) - Super Thick Fabric,4.5,199,2199,4697,https://www.amazon.in/Mother-Sparsh-Water-Wipes-Unscented/dp/B07JPX7T1C/ref=zg_bs_boost_10/262-4043152-7890801?pd_rd_i=B08D16RN65&psc=1,
Amazon Launchpad,https://www.amazon.in/gp/bestsellers/boost/ref=zg_bs_nav_0,INDIGENOUS HONEY Raw Organic Honey NMR Tested NPOP Organic Certified Pure Natural Unprocessed Original Honey - 530 g Glass Jar (Pack of 1),4.4,515,0,11331,https://www.amazon.in/Indigenous-Unprocessed-Unfiltered-Unpasteurized-Disorders/dp/B07H5PVCH7/ref=zg_bs_boost_11/262-4043152-7890801?pd_rd_i=B07H5PVCH7&psc=1,
Amazon Launchpad,https://www.amazon.in/gp/bestsellers/boost/ref=zg_bs_nav_0,"Alpino Chocolate Peanut Butter Smooth 400 G | Roasted Peanuts, Cocoa Powder & Choco Chips | High Protein Peanut Butter Creamy | Gluten-Free | Vegan",4.2,145,1449,12344,https://www.amazon.in/Alpino-Peanut-Butter-Chocolate-Non-GMO/dp/B07V47PSGW/ref=zg_bs_boost_12/262-4043152-7890801?pd_rd_i=B09KC6R6MB&psc=1,
Amazon Launchpad,https://www.amazon.in/gp/bestsellers/boost/ref=zg_bs_nav_0,"Aqualogica Glow+ Dewy Sunscreen with SPF 50 PA+++ For UVA/B & Blue Light Protection, for Glowing & Well Protected Skin, Cream, 50G",4.5,367,0,257,https://www.amazon.in/Aqualogica-Sunscreen-Protection-Glowing-Protected/dp/B09TPFTJNN/ref=zg_bs_boost_13/262-4043152-7890801?pd_rd_i=B09TPFTJNN&psc=1,
Amazon Launchpad,https://www.amazon.in/gp/bestsellers/boost/ref=zg_bs_nav_0,"The Man Company Blanc Perfume for Men - 120ml | Premium Luxury Long lasting Fragrance Spray | No Gas Deodorant for Men | Perfect Gift for Husband, Boyfriend",4,235,349,7205,https://www.amazon.in/Man-Company-Non-Gas-Perfume-Blanc/dp/B07DYPK1V2/ref=zg_bs_boost_14/262-4043152-7890801?pd_rd_i=B07WDX33FK&psc=1,
Amazon Launchpad,https://www.amazon.in/gp/bestsellers/boost/ref=zg_bs_nav_0,IMPOWER Self Defence Pepper Spray for Woman Safety - 55 ML (Pack of 1),4.3,165,0,6417,https://www.amazon.in/IMPOWER-Defence-Pepper-Spray-safety/dp/B075KK63FC/ref=zg_bs_boost_15/262-4043152-7890801?pd_rd_i=B075KK63FC&psc=1,
Amazon Launchpad,https://www.amazon.in/gp/bestsellers/boost/ref=zg_bs_nav_0,"Callas Multipurpose Foldable Laptop Table with Cup Holder | Drawer | Mac Holder | Table Holder Study Table, Breakfast Table, Foldable and Portable/Ergonomic & Rounded Edges/Non-Slip Legs (WA-27-Black)",4,699,0,15768,https://www.amazon.in/Callas-Multipurpose-Breakfast-Ergonomic-WA-27-Black/dp/B08MZQBFLN/ref=zg_bs_boost_16/262-4043152-7890801?pd_rd_i=B08MZQBFLN&psc=1,
Amazon Launchpad,https://www.amazon.in/gp/bestsellers/boost/ref=zg_bs_nav_0,Sirona Disposable Underarm Sweat Pads for Men and Women - 24 Pads (Pack of 3) | Peel-off | Stain proof | Anti Perspiration,4,125,699,3613,https://www.amazon.in/Sirona-Under-Sweat-Pads-Women/dp/B07BBQ1TK1/ref=zg_bs_boost_17/262-4043152-7890801?pd_rd_i=B09ZKYS39Z&psc=1,
Amazon Launchpad,https://www.amazon.in/gp/bestsellers/boost/ref=zg_bs_nav_0,"QUARANT 3 Ply Black Surgical Face Mask, UV Sterilized, ISI, BIS, CE & ISO Certified, Melt Blown - SMMS Layer Fabric Disposable Masks with Adjustable Nose Pin (Black, Without Valve, Pack of 100) for Unisex",4.3,419,1799,2066,https://www.amazon.in/QUARANT-Black-Surgical-Certified-Blown/dp/B09CLDBSTH/ref=zg_bs_boost_18/262-4043152-7890801?pd_rd_i=B09XVD4GLF&psc=1,
Amazon Launchpad,https://www.amazon.in/gp/bestsellers/boost/ref=zg_bs_nav_0,Sanfe Glide Reusable Face & Eyebrow Razor For Women | For Safe & Painfree Facial Hair Removal (Pack of 1),4.2,79,299,2128,https://www.amazon.in/Sanfe-Reusable-Eyebrow-Painfree-Removal/dp/B09V5CJJ23/ref=zg_bs_boost_19/262-4043152-7890801?pd_rd_i=B0B19WMQBY&psc=1,
Amazon Launchpad,https://www.amazon.in/gp/bestsellers/boost/ref=zg_bs_nav_0,"Man Matters Advance Beard Derma Roller for Men | 540 Micro 0.5mm Titanium Alloy Needles | Beard Health and Development | Stimulates Beard Hair Follicles | Safe, Easy & Effective To Use",4,479,1029,863,https://www.amazon.in/Man-Matters-Development-Stimulates-Follicles/dp/B09XR7KCLH/ref=zg_bs_boost_20/262-4043152-7890801?pd_rd_i=B09V4Q2RBB&psc=1,
Amazon Launchpad,https://www.amazon.in/gp/bestsellers/boost/ref=zg_bs_nav_0,Mother Sparsh 99% Pure Water (Unscented) baby wipes I Natural Plant made cloth - Super thick I 72 pcs/pack - Pack of 2 (Super Saver Pack),4.6,280,1259,3699,https://www.amazon.in/Mother-Sparsh-Water-Wipes-Unscented/dp/B07JPGWH5R/ref=zg_bs_boost_21/262-4043152-7890801?pd_rd_i=B08R9XQZHY&psc=1,
Amazon Launchpad,https://www.amazon.in/gp/bestsellers/boost/ref=zg_bs_nav_0,"Hyjiva Disposable Face Mask for Kids & Children - 3-ply, Ear Loop, Nose Strip, Ultra-soft, Super-breathable, BFE > 99%, CE and ISO Certification",4.3,299,899,2021,https://www.amazon.in/Hyjiva-Melt-Blown-Fabric-Disposable-Face/dp/B08V8VNDQH/ref=zg_bs_boost_22/262-4043152-7890801?pd_rd_i=B08L3VD7VC&psc=1,
Amazon Launchpad,https://www.amazon.in/gp/bestsellers/boost/ref=zg_bs_nav_0,"Man Matters Biotin Hair Gummies for Men | Strawberry Flavoured | Vitamin A, Vitamin C, Vitamin E & Zinc | 100% Vegetarian | 120 Days Pack",3.8,806,1549,1004,https://www.amazon.in/Man-Matters-Strawberry-Flavoured-Vegetarian/dp/B0B1MGD86L/ref=zg_bs_boost_23/262-4043152-7890801?pd_rd_i=B0B1T5CLGK&psc=1,
Amazon Launchpad,https://www.amazon.in/gp/bestsellers/boost/ref=zg_bs_nav_0,"QUARANT 4 Ply Designer Protective Surgical Face Mask with Dual Meltblown - SMMS Layer with Adjustable Nose Pin, BFE & PFE >99%, Fashion That's Safe (Animal Print Combo, Pack of 50)",4.4,399,499,4440,https://www.amazon.in/QUARANT-Designer-Protective-Surgical-Meltblown/dp/B09FZK8RQS/ref=zg_bs_boost_24/262-4043152-7890801?pd_rd_i=B09543WG95&psc=1,
Amazon Launchpad,https://www.amazon.in/gp/bestsellers/boost/ref=zg_bs_nav_0,PEE BUDDY Disposable Toilet Seat Covers (20 Sheets),4.2,143,423,4085,https://www.amazon.in/PeeBuddy-Flushable-Disposable-Contact-Unhygienic/dp/B07MRNY1QQ/ref=zg_bs_boost_25/262-4043152-7890801?pd_rd_i=B0B2WY3D93&psc=1,
Amazon Launchpad,https://www.amazon.in/gp/bestsellers/boost/ref=zg_bs_nav_0,"The Man Company Black EDT Perfume For Men - 50ml | Premium Long Lasting Fragrance Spray | Perfect Gift for Husband, Boyfriend",3.7,388,0,3363,https://www.amazon.in/Man-Company-Black-EDT-India/dp/B08BLKW619/ref=zg_bs_boost_26/262-4043152-7890801?pd_rd_i=B08BLKW619&psc=1,
Amazon Launchpad,https://www.amazon.in/gp/bestsellers/boost/ref=zg_bs_nav_0,Wingreens Farms- Pizza 'N' Pasta Sauce (Pack of 1-450g),4.2,120,0,5925,https://www.amazon.in/Wingreens-Farms-Pizza-Pasta-Sauce/dp/B07C5R7575/ref=zg_bs_boost_27/262-4043152-7890801?pd_rd_i=B07C5R7575&psc=1,
Amazon Launchpad,https://www.amazon.in/gp/bestsellers/boost/ref=zg_bs_nav_0,Man Matters Derma Roller with 540 Titanium Alloy Micro Needles 0.5 mm | Suitable for Beard Also | Reduces Hair Fall | Stimulates Hair Follicles | Easy to use | Safe & Effective,3.9,379,1397,1123,https://www.amazon.in/Man-Matters-Stimulates-Follicles-Effective/dp/B091MP3RZD/ref=zg_bs_boost_28/262-4043152-7890801?pd_rd_i=B09V1R8H9N&psc=1,
Amazon Launchpad,https://www.amazon.in/gp/bestsellers/boost/ref=zg_bs_nav_0,"Alpino Natural Peanut Butter Smooth 2 KG | Unsweetened | 100% Roasted Peanuts | No Added Sugar, Salt, or Hydrogenated Oils | High Protein Peanut Butter Creamy | Gluten-Free | Vegan | 1 KG, Pack of 2",4.3,145,1449,7558,https://www.amazon.in/Alpino-Natural-Peanut-Butter-Unsweetened/dp/B075DDYTS7/ref=zg_bs_boost_29/262-4043152-7890801?pd_rd_i=B09KC6SVS8&psc=1,
Amazon Launchpad,https://www.amazon.in/gp/bestsellers/boost/ref=zg_bs_nav_0,"Kapiva Karela Jamun Juice | Controls Blood Sugar Levels, Lowers Bad Cholesterol | Diabetic Care (1L)",4.3,279,505,2636,https://www.amazon.in/Kapiva-Karela-Jamun-Juice/dp/B01MRFPAMD/ref=zg_bs_boost_30/262-4043152-7890801?pd_rd_i=B09PLDZ61J&psc=1,
Amazon Launchpad,https://www.amazon.in/gp/bestsellers/boost/ref=zg_bs_nav_0,"Auravedic Kumkumadi Oil, 100 Ml. Kumkumadi Face oil for Glowing Skin. Kumkumadi Tailam from kerala.",3.9,338,0,9754,https://www.amazon.in/Auravedic-Kumkumadi-Saffron-Brightening-Radiance/dp/B00YXTNFJC/ref=zg_bs_boost_1/258-4218402-4592000?pd_rd_i=B00YXTNFJC&psc=1,
Amazon Launchpad,https://www.amazon.in/gp/bestsellers/boost/ref=zg_bs_nav_0,"Mylo Care Baby Wipes with Organic Coconut Oil & Neem (80 Wipes) Ideal for Your Baby's Everyday Skin Care Routine, with lid (80 Pieces, Pack of 6)",4.3,136,967,614,https://www.amazon.in/Mylo-Care-Cleansing-Parabens-Everyday/dp/B0992JG7ST/ref=zg_bs_boost_2/258-4218402-4592000?pd_rd_i=B095YZRZ42&psc=1,
Amazon Launchpad,https://www.amazon.in/gp/bestsellers/boost/ref=zg_bs_nav_0,"Sirona Reusable Blink & Glow Face Razor for Women - 1 Razor | Painless Facial Hair Removal | Eyebrow Shaper | For Eyebrows, Upper Lip, Forehead, Peach Fuzz, Chin and Sideburns | Dermaplaning Tool",4.1,99,249,1737,https://www.amazon.in/Sirona-Reusable-Blink-Razor-Women/dp/B09DYM1L2M/ref=zg_bs_boost_3/258-4218402-4592000?pd_rd_i=B09XMH7JF6&psc=1,
Amazon Launchpad,https://www.amazon.in/gp/bestsellers/boost/ref=zg_bs_nav_0,"Wingreens Farms Premium Veg Mayo, 800g",4.3,179,0,1095,https://www.amazon.in/Wingreens-Farms-Premium-Mayo-800g/dp/B083ZTBV5Q/ref=zg_bs_boost_4/258-4218402-4592000?pd_rd_i=B083ZTBV5Q&psc=1,
Amazon Launchpad,https://www.amazon.in/gp/bestsellers/boost/ref=zg_bs_nav_0,"The Man Company Privilege Deodorants Combo Pack for Men - Active, Legend, Intense & Bold | Premium Long Lasting Fragrance | Everyday Use Deo Combo set for Him | Gift Set for Husband, Boyfriend - (150ml* 4)",4.1,549,0,594,https://www.amazon.in/Man-Company-Privilege-Deodorants-Combo/dp/B09RV5XNH3/ref=zg_bs_boost_5/258-4218402-4592000?pd_rd_i=B09RV5XNH3&psc=1,
Amazon Launchpad,https://www.amazon.in/gp/bestsellers/boost/ref=zg_bs_nav_0,Naturyz World's first Mango Flavored Triple Omega 3 Fish Oil with Highest Strength 2450 mg Omega 3-6-9 Per Serving (EPA 1200mg DHA 800mg) Deep Sea Fish Oil Capsules For Men & Women,4.1,349,1199,5821,https://www.amazon.in/Naturyz-Flavored-Highest-Strength-Capsules/dp/B09QQNDR4T/ref=zg_bs_boost_6/258-4218402-4592000?pd_rd_i=B08X2QKX7L&psc=1,
Amazon Launchpad,https://www.amazon.in/gp/bestsellers/boost/ref=zg_bs_nav_0,"The Man Company Lightening Lip Balm with Vitamin E, Coconut & Olive Oil | Provides Lip Care to Dry, Chapped, Dark and Smoky Lips | Moisturizes, Nourishes, Soften Lips - 4gm",3.6,181,0,3845,https://www.amazon.in/Man-Company-Lightening-Vitamin-Liquorice/dp/B08PBY7L13/ref=zg_bs_boost_7/258-4218402-4592000?pd_rd_i=B08PBY7L13&psc=1,
Amazon Launchpad,https://www.amazon.in/gp/bestsellers/boost/ref=zg_bs_nav_0,FREECULTR Men's Underwear Anti Bacterial Micromodal Airsoft Trunk - Non Itch AntiChaffing Sweat Proof,4,360,1399,2917,https://www.amazon.in/FREECULTR-Anti-Microbial-Air-Soft-Micromodal-Underwear/dp/B0857FWKD3/ref=zg_bs_boost_8/258-4218402-4592000?pd_rd_i=B084RWMTN2&psc=1,
Amazon Launchpad,https://www.amazon.in/gp/bestsellers/boost/ref=zg_bs_nav_0,"Sirona Reusable Face Razor for Women - 3 Razors (Blue)| Painless Facial Hair Removal | Eyebrow Shaper, Upper Lip, Forehead, Peach Fuzz, Chin, Sideburns & Dermaplaning Tool",4.1,179,199,2865,https://www.amazon.in/Sirona-Reusable-Face-Razor-Women/dp/B09XHRS5N3/ref=zg_bs_boost_9/258-4218402-4592000?pd_rd_i=B09XMGG3WV&psc=1,
Amazon Launchpad,https://www.amazon.in/gp/bestsellers/boost/ref=zg_bs_nav_0,"The Man Company Activated Charcoal Face Wash for Men | Ylang Ylang & Argan Essential Oils | Anti Pollution, Acne Oil Control | Unclog Pores | Deep Cleansing | Blackheads Removal | All Skin Types | 100ml",4,245,349,3190,https://www.amazon.in/Man-Company-Charcoal-Ylang-Ylang-Essential/dp/B06WGRDTC1/ref=zg_bs_boost_10/258-4218402-4592000?pd_rd_i=B07SXBBHJ5&psc=1,
Amazon Launchpad,https://www.amazon.in/gp/bestsellers/boost/ref=zg_bs_nav_0,"Baby Story 100% Cotton Rompers/Sleepsuits/Jumpsuit/Night Suits for Baby Boys & Girls, Infants, New Borns",3.8,249,1099,1305,https://www.amazon.in/Baby-Story-Rompers-Sleepsuits-Jumpsuit/dp/B09FSCQPR7/ref=zg_bs_boost_11/258-4218402-4592000?pd_rd_i=B09NQDRT3Y&psc=1,
Amazon Launchpad,https://www.amazon.in/gp/bestsellers/boost/ref=zg_bs_nav_0,Perfora Teeth Whitening Powder & Lavender Rose Toothpaste Combo | Teeth Whitening Powder Enamel Safe & Effective Teeth Whitening Solution | Unwind Toothpaste for Teeth Whitening and Superior Cleaning,3.9,299,598,121,https://www.amazon.in/Perfora-Whitening-Lavender-Toothpaste-Effective/dp/B09W9VRSS3/ref=zg_bs_boost_12/258-4218402-4592000?pd_rd_i=B09W9SWDJS&psc=1,
Amazon Launchpad,https://www.amazon.in/gp/bestsellers/boost/ref=zg_bs_nav_0,"Fix My Curls Curl Quenching Moisture Styling Bundle For Curly And Wavy Hair, Cruelty Free & Vegan, Moisture Rich, Frizz Control Solution, Silicone Free, CG Friendly (50gm Each)",4.2,284,0,807,https://www.amazon.in/Curls-Quenching-Moisture-Bundle-Curly/dp/B08Q34H7MS/ref=zg_bs_boost_13/258-4218402-4592000?pd_rd_i=B08Q34H7MS&psc=1,
Amazon Launchpad,https://www.amazon.in/gp/bestsellers/boost/ref=zg_bs_nav_0,The Man Company Derma Roller for Men | For Scalp & Beard | Activates Hair Follicles | 540 (0.5 mm) Chromium micro-needles with Titanium Finish | Safe & Effective | Easy To Use,4.1,519,909,338,https://www.amazon.in/Man-Company-Activates-Follicles-micro-needles/dp/B09J82DTXM/ref=zg_bs_boost_14/258-4218402-4592000?pd_rd_i=B09M6WG2R9&psc=1,
Amazon Launchpad,https://www.amazon.in/gp/bestsellers/boost/ref=zg_bs_nav_0,"Aqualogica Hydrate+ Sunscreen with SPF 50 For UVA/B & Blue Light Protection, Gel, 50G",4.4,367,0,337,https://www.amazon.in/Aqualogica-Hydrate-Sunscreen-Light-Protection/dp/B09RKP4LBK/ref=zg_bs_boost_15/258-4218402-4592000?pd_rd_i=B09RKP4LBK&psc=1,
Amazon Launchpad,https://www.amazon.in/gp/bestsellers/boost/ref=zg_bs_nav_0,RUGE Genuine Leather RFID Blocking Wallet for Men's - Antique Brown,3.8,199,599,750,https://www.amazon.in/RUGE-Genuine-Leather-Blocking-Antique/dp/B0768PBY2Y/ref=zg_bs_boost_16/258-4218402-4592000?pd_rd_i=B07D1Y4LZ6&psc=1,
Amazon Launchpad,https://www.amazon.in/gp/bestsellers/boost/ref=zg_bs_nav_0,Chaayos Instant Tea Premix - Regular Sugar - Masala Flavour (15 Sachets) | Instant Tea | Tea Premix | Masala Tea | Masala Chai | Assam Tea | Flavored Tea | Tea Masala Mix,4.1,125,509,1856,https://www.amazon.in/Chaayos-Instant-Sachets-Regular-Authentic/dp/B07WCBSPLP/ref=zg_bs_boost_17/258-4218402-4592000?pd_rd_i=B08FDWKD5X&psc=1,
Amazon Launchpad,https://www.amazon.in/gp/bestsellers/boost/ref=zg_bs_nav_0,"Skin Elements Intimate Wash for Men with Tea Tree Oil | pH Balanced Foaming Hygiene Wash | Prevents Itching, Irritation & Bad Odor | 120 ml",4.2,399,0,3291,https://www.amazon.in/Skin-Elements-Mens-Intimate-Wash/dp/B075HB7GSJ/ref=zg_bs_boost_18/258-4218402-4592000?pd_rd_i=B075HB7GSJ&psc=1,
Amazon Launchpad,https://www.amazon.in/gp/bestsellers/boost/ref=zg_bs_nav_0,"Mother Sparsh Natural Baby Liquid Cleanser (Powered by Plants) Cleanser for Baby Bottles, Nipples, Accessories and Toys, Refill Pack (1L)",4.4,328,735,667,https://www.amazon.in/Mother-Sparsh-Natural-Cleanser-Accessories/dp/B085WWRZTP/ref=zg_bs_boost_19/258-4218402-4592000?pd_rd_i=B08GKWNZJN&psc=1,
Amazon Launchpad,https://www.amazon.in/gp/bestsellers/boost/ref=zg_bs_nav_0,"The Butternut Co. Peanut Butter Unsweetened | High Protein Crunchy Peanut Butter| Sugar Free, Gluten Free & Vegan (1Kg)",4.3,369,0,2970,https://www.amazon.in/Butternut-Co-Unsweetened-Peanut-Butter/dp/B077VR467B/ref=zg_bs_boost_20/258-4218402-4592000?pd_rd_i=B077VR467B&psc=1,
Amazon Launchpad,https://www.amazon.in/gp/bestsellers/boost/ref=zg_bs_nav_0,"Mother Sparsh Baby Laundry Liquid Detergent (Powered by Plants) with Bio - Enzymes and Eucalyptus Oil, 1l",4.5,199,996,1165,https://www.amazon.in/Mother-Sparsh-Laundry-Detergent-Powered/dp/B081B496BT/ref=zg_bs_boost_21/258-4218402-4592000?pd_rd_i=B08GKWJ5YH&psc=1,
Amazon Launchpad,https://www.amazon.in/gp/bestsellers/boost/ref=zg_bs_nav_0,"Man Matters Intimate Wash for Men- Anti Bacterial, Anti Itch, Anti Odour | Better Private Parts Hygiene| pH Balanced Intimate Hygiene Wash with Aloe Vera, Tea Tree |120 ml",4.1,411,0,1519,https://www.amazon.in/Man-Matters-Intimate-Wash-Men/dp/B088QMNBFH/ref=zg_bs_boost_22/258-4218402-4592000?pd_rd_i=B088QMNBFH&psc=1,
Amazon Launchpad,https://www.amazon.in/gp/bestsellers/boost/ref=zg_bs_nav_0,"4700BC Gourmet Popcorn, Nutty Tuxedo Chocolate, Tin, 125g/150g",4.1,190,950,8322,https://www.amazon.in/4700BC-Nutty-Tuxedo-Chocolate-Popcorn/dp/B074DXB9SB/ref=zg_bs_boost_23/258-4218402-4592000?pd_rd_i=B09KC7S3BB&psc=1,
Amazon Launchpad,https://www.amazon.in/gp/bestsellers/boost/ref=zg_bs_nav_0,"DR. VAIDYA'S new age ayurveda Herbobuild| Ayurvedic Capsules for Muscle Gain | Stamina and Performance | Power of Ashwagandha, Shatavari and Safed Musli | 30 capsules",3.6,263.12,873.08,3923,https://www.amazon.in/DR-VAIDYAS-Herbobuild-Bodybuilders-Athletes/dp/B07V29JXT8/ref=zg_bs_boost_24/258-4218402-4592000?pd_rd_i=B0844VL2XG&psc=1,
Amazon Launchpad,https://www.amazon.in/gp/bestsellers/boost/ref=zg_bs_nav_0,"Fixderma Shadow Sunscreen SPF 30+ Gel For Oily Skin - Acne Prone, Offers PA+++ Protection, Broad Spectrum UVA and UVB Protection, Water Resistant and Non-Greasy, 75g",4.4,342,0,936,https://www.amazon.in/Fixderma-Shadow-SPF-Gel-75g/dp/B089RJBNP2/ref=zg_bs_boost_25/258-4218402-4592000?pd_rd_i=B089RJBNP2&psc=1,
Amazon Launchpad,https://www.amazon.in/gp/bestsellers/boost/ref=zg_bs_nav_0,"The Indus Valley Pre-Seasoned Cast Iron Kadai/Kadhai for Cooking and deep Frying | Multipurpose Loha Kadai | IGas Stove and Induction Friendly | Black (D:25cms, 3.2 Kg)",3.9,759,1624,2964,https://www.amazon.in/Indus-Valley-Cookware-Induction-Pre-Seasoned/dp/B093GRXG7L/ref=zg_bs_boost_26/258-4218402-4592000?pd_rd_i=B09TGXJKMK&psc=1,
Amazon Launchpad,https://www.amazon.in/gp/bestsellers/boost/ref=zg_bs_nav_0,CHKOKKO Women Yoga Track Pants Stretchable Sports Tights,3.9,199,299,1156,https://www.amazon.in/CHKOKKO-Women-Stretchable-Sports-Tights/dp/B08RRWPXJ4/ref=zg_bs_boost_27/258-4218402-4592000?pd_rd_i=B094FZZ563&psc=1,
Amazon Launchpad,https://www.amazon.in/gp/bestsellers/boost/ref=zg_bs_nav_0,"SOLARA Premium Yoga Mats for Men Large, Eco Friendly Non Slip Yoga Mat for Men 6 feet, Non Slip Surface and Optimal Cushioning,72""x 26"" | eBook and 50 videos included |",4.3,0,0,974,https://www.amazon.in/SOLARA-Premium-Friendly-Cushioning-included/dp/B09BCB9ZCQ/ref=zg_bs_boost_28/258-4218402-4592000?pd_rd_i=B098SSRPXG&psc=1,
Amazon Launchpad,https://www.amazon.in/gp/bestsellers/boost/ref=zg_bs_nav_0,Man Matters Biotin Hair Gummies | Yummy Chewable Strawberry Flavored for Healthy Hair | Pack of 2 (60 Gummies Each),3.9,941,1699,953,https://www.amazon.in/Man-Matters-Chewable-Strawberry-Flavored/dp/B09FJR2YWS/ref=zg_bs_boost_29/258-4218402-4592000?pd_rd_i=B09YDB9VNW&psc=1,
Amazon Launchpad,https://www.amazon.in/gp/bestsellers/boost/ref=zg_bs_nav_0,DesiDiya? Edison Tungsten Filament Antique Glass Light Bulbs Vintage Base E27 Bulb Yellow Light for Home Decoration Living Room / Hall / Balcony / Restaurant Bar Lighting ( Pack of 12),4.3,199,999,189,https://www.amazon.in/DesiDiya%C2%AE-Tungsten-Filament-Decoration-Restaurant/dp/B09TCBZ6PR/ref=zg_bs_boost_30/258-4218402-4592000?pd_rd_i=B09TC9HQFH&psc=1,
Apps for Android,https://www.amazon.in/gp/bestsellers/mobile-apps/ref=zg_bs_nav_0,no Description,3.7,0,0,0,https://www.amazon.in/Control-Lite-Sticks-Remote-without/dp/B09ML2GCMD/ref=zg_bs_mobile-apps_1/262-3245085-1966018?pd_rd_i=B09ML2GCMD&psc=1,
